patent_id,country_code,title,assignee,author,priority_date,creation_date,publ_date,grant_date,result_link,fig_link
CN-110490802-B,CN,Super-resolution-based satellite image airplane target model identification method ,北京观微科技有限公司,"汪磊, 喻金桃, 王翰晨",2019-08-06,2019-06-08,2021-01-19,2021-01-19,https://patents.google.com/patent/CN110490802B/en,https://patentimages.storage.googleapis.com/2a/d9/bb/77769d1185ddbe/HDA0002157957420000011.png
US-9912810-B2,US,System and method for chat automation ,"Genesys Telecommunications Laboratories, Inc.","Paul Segre, Eric Tamblyn, Herbert Willi Artur Ristock, Arnaud Lejeune, Richard McCrossan, Steve O'Donoghue",2016-05-06,2016-09-06,2018-03-06,2018-03-06,https://patents.google.com/patent/US9912810B2/en,https://patentimages.storage.googleapis.com/28/26/2a/714aea52b9cb84/US09912810-20180306-D00000.png
US-9866693-B2,US,System and method for monitoring progress of automated chat conversations ,"Genesys Telecommunications Laboratories, Inc.","Eric Tamblyn, Herbert Willi Artur Ristock, Arnaud Lejeune, Richard McCrossan, Paul Segre, Steve O'Donoghue",2016-05-06,2016-06-05,2018-01-09,2018-01-09,https://patents.google.com/patent/US9866693B2/en,https://patentimages.storage.googleapis.com/75/d4/fc/1576d2c46653a8/US09866693-20180109-D00000.png
CN-110816549-B,CN,"Energy management device, model management method, and computer program ","株式会社东芝, 东芝基础设施系统株式会社","福岛亚梨花, 山本幸洋, 爱须英之, 下川裕亮, 柴田康弘, 加纳诚",2018-08-10,2019-09-08,2023-05-02,2023-05-02,https://patents.google.com/patent/CN110816549B/en,https://patentimages.storage.googleapis.com/f7/db/ec/62bb6f95024fdf/HDA0002160899330000011.png
CN-110443280-B,CN,Training method and device of image detection model and storage medium ,北京达佳互联信息技术有限公司,"张水发, 李岩, 王思博, 刘畅",2019-07-05,2019-05-07,2022-06-03,2022-06-03,https://patents.google.com/patent/CN110443280B/en,https://patentimages.storage.googleapis.com/f6/88/86/89fb91a8649cbf/HDA0002120110590000011.png
JP-6900608-B2,JP,How to fly an unmanned aerial vehicle to stationary and moving objects ,"エスゼット ディージェイアイ テクノロジー カンパニー リミテッドＳｚ Ｄｊｉ Ｔｅｃｈｎｏｌｏｇｙ Ｃｏ．，Ｌｔｄ, エスゼット  ディージェイアイ  テクノロジー  カンパニー  リミテッド","ヤン、ビンゼン, ジャン、グオファン, ワン、タオ, ゲン、チャン",2016-12-01,2016-01-12,2021-07-07,2021-07-07,https://patents.google.com/patent/JP6900608B2/en,https://patentimages.storage.googleapis.com/cd/0d/ae/09e2844aa8174f/0006900608-3.png
US-11551473-B2,US,Gate mate comprising detection passage system integrating temperature measurement and facial recognition ,Reconova Technologies Co. Ltd.,"Haiyang Yu, Donghui ZHAN, Jiangqiang LIU, Yutao Han, Zhihui WEN, Baozhi JIA",2020-02-11,2021-11-02,2023-01-10,2023-01-10,https://patents.google.com/patent/US11551473B2/en,https://patentimages.storage.googleapis.com/4a/24/c7/acb14de71315ee/US11551473-20230110-D00000.png
US-11734659-B2,US,Message-based bill payment ,"Pay2Day Solutions, Inc.",Christopher J. Brunner,2015-05-01,2021-08-10,2023-08-22,2023-08-22,https://patents.google.com/patent/US11734659B2/en,https://patentimages.storage.googleapis.com/b5/3e/02/5f7bcfe9803f09/US11734659-20230822-D00000.png
CN-110861094-B,CN,"Robot control method, robot, and readable storage medium ",上海高仙自动化科技发展有限公司,"徐恩科, 霍峰, 陈侃, 卜大鹏, 秦宝星, 程昊天",2019-12-09,2019-09-12,2021-03-23,2021-03-23,https://patents.google.com/patent/CN110861094B/en,https://patentimages.storage.googleapis.com/97/61/18/cc7b4a66259e80/HDA0002309432600000011.png
CN-109743172-B,CN,Cross-domain network authentication method based on alliance block chain V2G and information data processing terminal ,国网山东省电力公司电力科学研究院,"刘冬兰, 刘新, 李冬, 马雷, 王文婷, 于灏, 常英贤, 陈剑飞, 赵晓红, 赵洋, 张昊",2018-12-06,2018-06-12,2021-10-15,2021-10-15,https://patents.google.com/patent/CN109743172B/en,https://patentimages.storage.googleapis.com/da/91/40/ee667cf25374b0/HDA0001895357370000011.png
CN-109949316-B,CN,Power grid equipment image weak supervision example segmentation method based on RGB-T fusion ,东南大学,"钱堃, 马家乐, 张晓博, 李凯",2019-03-01,2019-01-03,2020-10-27,2020-10-27,https://patents.google.com/patent/CN109949316B/en,https://patentimages.storage.googleapis.com/a8/0c/80/817efad7c79a1c/HDA0001983110220000011.png
CN-109597997-B,CN,Comment entity and aspect-level emotion classification method and device and model training thereof ,上海宏原信息科技有限公司,杨骏,2018-12-07,2018-07-12,2023-05-02,2023-05-02,https://patents.google.com/patent/CN109597997B/en,https://patentimages.storage.googleapis.com/e6/9e/2d/9884580f8257f6/HDA0001897144830000011.png
CN-110209501-B,CN,"Frequency adjusting method and device of graphic processor, terminal and storage medium ",Oppo广东移动通信有限公司,"程杰, 陈岩",2019-06-03,2019-03-06,2022-02-08,2022-02-08,https://patents.google.com/patent/CN110209501B/en,https://patentimages.storage.googleapis.com/4b/53/9d/7f81c0df7bdeee/HDA0002082330440000011.png
US-9990174-B2,US,System and method for creating and navigating a linear hypermedia resource program ,Hypermedia Navigation Llc,"Bruce Edward Stuckman, Barry James Sullivan, Wayne Robert Heinmiller, Richard Omanson, Jordan Howard Light, Robert Wesley Bossemeyer, Jr., James Richard Morse, Kent E. Genin",1998-10-06,2017-05-12,2018-06-05,2018-06-05,https://patents.google.com/patent/US9990174B2/en,https://patentimages.storage.googleapis.com/4e/90/dc/6fcf29b694d821/US09990174-20180605-D00000.png
US-11681502-B2,US,Industrial automation domain-specific language programming paradigm ,"Rockwell Automation Technologies, Inc.","Ryan Dunn, Karl Staas, Andrew Stump, Anthony Carrara, Eashwer Srinivasan, Christopher Como, Sharon Billi-Duran",2019-09-24,2022-07-01,2023-06-20,2023-06-20,https://patents.google.com/patent/US11681502B2/en,https://patentimages.storage.googleapis.com/0e/b9/e8/16d560235b3c8d/US11681502-20230620-D00000.png
US-10718630-B2,US,Electric vehicle cloud-based optimal charge route estimation ,"Ford Global Technologies, Llc","Navid RAHBARI asr, Jeffery R. Grimes",2017-12-08,2017-08-12,2020-07-21,2020-07-21,https://patents.google.com/patent/US10718630B2/en,https://patentimages.storage.googleapis.com/32/d3/35/713eee7d6185fb/US10718630-20200721-D00000.png
US-10437254-B2,US,"Control method, device and system of robot and robot using the same ","Ankobot (Shenzhen) Smart Technologies Co., Ltd., Ankobot (Shanghai) Smart Technologies Co., Ltd.","Yuwei Cui, Xiru HOU",2017-08-02,2019-11-01,2019-10-08,2019-10-08,https://patents.google.com/patent/US10437254B2/en,https://patentimages.storage.googleapis.com/59/76/34/3b403c2c24e2fc/US10437254-20191008-D00000.png
CN-108839037-B,CN,Distribution network electrified drainage line connecting robot system ,"天津滨电电力工程有限公司, 清研同创机器人（天津）有限公司","刘召, 张黎明, 陈洪安, 张炜, 任书楠, 祁辉, 张朋, 耿美晓",2018-07-11,2018-11-07,2022-04-12,2022-04-12,https://patents.google.com/patent/CN108839037B/en,https://patentimages.storage.googleapis.com/42/e3/55/004e6a0b351acc/HDA0001727449070000011.png
CN-111741372-B,CN,"Screen projection method for video call, display device and terminal device ",聚好看科技股份有限公司,"路锋, 高琨, 张磊",2020-07-08,2020-08-07,2022-02-25,2022-02-25,https://patents.google.com/patent/CN111741372B/en,https://patentimages.storage.googleapis.com/22/79/af/dd8db2df4eca40/HDA0002575313880000011.png
CN-109408552-B,CN,Fault monitoring and identifying method for civil aircraft system based on LSTM-AE deep learning framework ,南京航空航天大学,"孙见忠, 刘翠, 王芳圆, 宁顺刚",2018-08-08,2018-08-08,2022-01-04,2022-01-04,https://patents.google.com/patent/CN109408552B/en,https://patentimages.storage.googleapis.com/18/7a/25/822b9ecfeecdbd/HDA0001758099940000011.png
US-11366707-B2,US,"Message transmission method and apparatus, device and medium ","Apollo Intelligent Driving Technology (Beijing) Co., Ltd.","Liming XIA, Zhuo Chen, Zhongjun Ni, Wanyu Bao, Ronggui PENG, Yuedong Dang",2018-08-30,2019-07-08,2022-06-21,2022-06-21,https://patents.google.com/patent/US11366707B2/en,https://patentimages.storage.googleapis.com/45/2e/2a/13e6102b020872/US11366707-20220621-D00000.png
US-11281811-B2,US,"Method, apparatus and device for storing vehicular data ","Apollo Intelligent Driving Technology (Beijing) Co., Ltd.","Mingwei Wang, Peng Yun, Shaohua Zhang",2017-07-04,2018-02-07,2022-03-22,2022-03-22,https://patents.google.com/patent/US11281811B2/en,https://patentimages.storage.googleapis.com/1a/64/c7/b661ca9fe740bc/US11281811-20220322-D00000.png
US-12073147-B2,US,"Device, method, and graphical user interface for enabling conversation persistence across two or more instances of a digital assistant ",Apple Inc.,"David Carson, Daniel Keen, Evan DIBIASE, Harry J. Saddler, Marco IACONO, Stephen O. Lemay, Donald W. Pitschel, Thomas R. Gruber",2013-06-09,2021-09-06,2024-08-27,2024-08-27,https://patents.google.com/patent/US12073147B2/en,https://patentimages.storage.googleapis.com/5a/ce/46/9f89eee922f9c3/US12073147-20240827-D00000.png
CN-107908186-B,CN,Method and system for controlling operation of unmanned vehicle ,驭势科技（北京）有限公司,"张丹, 周小成, 罗赛, 朱海洋, 姜岩, 彭进展",2017-11-07,2017-07-11,2021-07-02,2021-07-02,https://patents.google.com/patent/CN107908186B/en,https://patentimages.storage.googleapis.com/64/cc/0a/434522770caa11/HDA0001460026240000011.png
US-11766933-B2,US,Transmission mounted electrical charging system with improved battery assembly ,Eaton Intelligent Power Limited,Thomas Joseph Stoltz,2017-11-07,2022-04-04,2023-09-26,2023-09-26,https://patents.google.com/patent/US11766933B2/en,https://patentimages.storage.googleapis.com/20/40/c4/44829ba44847c0/US11766933-20230926-D00000.png
CN-110473521-B,CN,"Task model training method, device and equipment ",杭州蓦然认知科技有限公司,"常凌, 赵晓朝, 袁志伟",2019-02-26,2019-01-08,2022-03-01,2022-03-01,https://patents.google.com/patent/CN110473521B/en,https://patentimages.storage.googleapis.com/75/09/67/117cb03cbceded/HDA0002152387850000011.png
CN-107080499-B,CN,Method for getting rid of sleepiness after floor sweeping robot is clamped ,北京小狗吸尘器集团股份有限公司,檀冲,2017-06-09,2017-09-06,2022-09-20,2022-09-20,https://patents.google.com/patent/CN107080499B/en,https://patentimages.storage.googleapis.com/a7/5f/55/1901ccca33e1f7/170608153527.png
US-11895413-B2,US,Dynamic region of interest and frame rate for event based sensor and imaging camera ,Sony Semiconductor Solutions Corporation,"Ping Wah Wong, Sa Xiao, Kevin Chan",2019-12-13,2020-07-12,2024-02-06,2024-02-06,https://patents.google.com/patent/US11895413B2/en,https://patentimages.storage.googleapis.com/f6/87/f2/95e800e4239beb/US11895413-20240206-D00000.png
US-11985613-B2,US,Transmitting and receiving synchronization signal in wireless communication between terminals and apparatus therefor ,Lg Electronics Inc.,"Hyunsoo Ko, Youngsub KIM, Hanbyul Seo, Sukhyon Yoon, Hyukjin Chae",2018-11-02,2019-04-11,2024-05-14,2024-05-14,https://patents.google.com/patent/US11985613B2/en,https://patentimages.storage.googleapis.com/55/82/07/e3aa70ce7ac741/US11985613-20240514-D00000.png
US-10402999-B2,US,"Method, apparatus and terminal device for constructing map ","Baidu Online Network Technology (Beijing) Co., Ltd","Shichun YI, Cheng Wang, Li Yu, Shiyu Song, Fangfang Dong",2017-07-21,2017-04-10,2019-09-03,2019-09-03,https://patents.google.com/patent/US10402999B2/en,https://patentimages.storage.googleapis.com/55/40/1c/b317ca187e90c6/US10402999-20190903-D00000.png
CN-108711180-B,CN,Method and device for generating makeup and/or face-changing special effect program file package and method and device for generating makeup and/or face-changing special effect ,北京市商汤科技开发有限公司,"许亲亲, 杨瑞健",2018-05-02,2018-02-05,2021-08-06,2021-08-06,https://patents.google.com/patent/CN108711180B/en,https://patentimages.storage.googleapis.com/12/98/3a/ee651f2d5cdc6b/HDA0001648103680000011.png
CN-110414683-B,CN,Method and device for solving mathematic questions ,科大讯飞股份有限公司,"丁克玉, 刘一凡",2019-07-02,2019-02-07,2023-04-18,2023-04-18,https://patents.google.com/patent/CN110414683B/en,https://patentimages.storage.googleapis.com/c3/36/4b/03a2425bd26aab/HDA0002116081560000011.png
CN-111260963-B,CN,Multi-ship meeting collision avoidance method ,武汉理工大学,"刘克中, 刘炯炯, 袁志涛, 杨星, 张金奋, 吴晓烈, 王伟强",2020-03-11,2020-11-03,2021-02-26,2021-02-26,https://patents.google.com/patent/CN111260963B/en,https://patentimages.storage.googleapis.com/02/08/eb/4379d38a2b4328/HDA0002407557000000011.png
US-10721210-B2,US,Secure labeling of network flows ,Sophos Limited,"Daniel Salvatore Schiappa, Andrew J. Thomas, Kenneth D. Ray, Joseph H. Levy",2016-04-22,2019-08-05,2020-07-21,2020-07-21,https://patents.google.com/patent/US10721210B2/en,https://patentimages.storage.googleapis.com/ed/6d/9c/e353524b52c654/US10721210-20200721-D00000.png
US-10924517-B2,US,Processing network traffic based on assessed security weaknesses ,Sophos Limited,"Scott McVicker Epple, Jonathan Jesse",2018-02-07,2018-07-02,2021-02-16,2021-02-16,https://patents.google.com/patent/US10924517B2/en,https://patentimages.storage.googleapis.com/49/54/f8/74d8d6f9611a88/US10924517-20210216-D00000.png
US-11843631-B2,US,Detecting triggering events for distributed denial of service attacks ,Sophos Limited,"Karl Ackerman, Mark David Harris, Simon Neil Reed, Andrew J. Thomas, Kenneth D. Ray",2016-04-22,2021-08-07,2023-12-12,2023-12-12,https://patents.google.com/patent/US11843631B2/en,https://patentimages.storage.googleapis.com/4c/02/b0/31c0a98d325151/US11843631-20231212-D00000.png
US-11165797-B2,US,Detecting endpoint compromise based on network usage history ,Sophos Limited,"Karl Ackerman, Mark David Harris, Kenneth D. Ray, Andrew J. Thomas, Daniel Stutz",2016-04-22,2017-05-04,2021-11-02,2021-11-02,https://patents.google.com/patent/US11165797B2/en,https://patentimages.storage.googleapis.com/81/67/df/7c0aef0f0c47c0/US11165797-20211102-D00000.png
US-11025513-B2,US,Data consistency of policy enforcement for distributed applications ,"Salesforce.Com, Inc.","Colbert Guan, Jigna Bhatt, Thomas Nicholas Valine, Ruofan Zhang, Sampath Tulava",2018-01-31,2020-05-02,2021-06-01,2021-06-01,https://patents.google.com/patent/US11025513B2/en,https://patentimages.storage.googleapis.com/d2/6b/45/68695d7e3dc856/US11025513-20210601-D00000.png
US-10986109-B2,US,Local proxy detection ,Sophos Limited,"Fraser Howard, Karl Ackerman, Andrew J. Thomas, Dmitri Samosseiko",2016-04-22,2017-05-04,2021-04-20,2021-04-20,https://patents.google.com/patent/US10986109B2/en,https://patentimages.storage.googleapis.com/16/bd/f9/f1736083ddcbeb/US10986109-20210420-D00000.png
US-9769623-B2,US,Reference based location information for a wireless network ,"At&T Mobility Ii Llc, At&T Intellectual Property I, L.P.","Jeremy Fix, Andrew G. Hume, Sheldon Kent Meredith",2012-06-14,2016-09-09,2017-09-19,2017-09-19,https://patents.google.com/patent/US9769623B2/en,https://patentimages.storage.googleapis.com/88/69/c6/87275d74c0be33/US09769623-20170919-D00000.png
US-11776120-B2,US,Method for predicting morphological changes of liver tumor after ablation based on deep learning ,Chinese Pla General Hospital,"Ping Liang, Jie Yu, Linan DONG, Zhigang Cheng, Shouchao WANG, Xiaoling Yu, Fangyi Liu, Zhiyu Han",2019-11-04,2020-02-11,2023-10-03,2023-10-03,https://patents.google.com/patent/US11776120B2/en,https://patentimages.storage.googleapis.com/b3/d6/e6/7d8c5b1fac982c/US11776120-20231003-D00000.png
US-11868609-B2,US,Dynamic soft keyboard ,"Microsoft Technology Licensing, Llc.","Erik M. Geidl, Shawn R. LeProwse, Ian C. LeGrow, Reed L. Townsend",2008-02-04,2022-06-07,2024-01-09,2024-01-09,https://patents.google.com/patent/US11868609B2/en,https://patentimages.storage.googleapis.com/ab/3d/a1/8d9ce0f19fab5b/US11868609-20240109-D00000.png
US-10148807-B2,US,Electronic device and method of voice command processing therefor ,"Samsung Electronics Co., Ltd.","Daeyoung Kim, Sangwook Shin, Kyungtae Kim, Yongjoon Jeon, Minkyung Hwang",2016-02-04,2016-09-12,2018-12-04,2018-12-04,https://patents.google.com/patent/US10148807B2/en,https://patentimages.storage.googleapis.com/34/df/ba/d0aae817834422/US10148807-20181204-D00001.png
US-10366519-B2,US,Operating method for image and electronic device supporting the same ,"Samsung Electronics Co., Ltd.","Chul Hwan Lee, Chang Ho Lee, Yong Joon Jeon, Min Kyung HWANG, Sung Hyuk SHIN",2015-06-05,2016-03-06,2019-07-30,2019-07-30,https://patents.google.com/patent/US10366519B2/en,https://patentimages.storage.googleapis.com/fc/32/d5/86bab3e4442197/US10366519-20190730-D00000.png
US-10193888-B1,US,Dynamic authentication in alternate operating environment ,"Wells Fargo Bank, N.A.","Lawrence T. Belton, Jr., Ryan Bernard Benskin, Jon Gabel, Michael Grove, Timothy H. Morris, Jonathan D. Russell, Robert Glenn Yelton, JR., Douglas S. Rodgers",2012-06-07,2017-10-07,2019-01-29,2019-01-29,https://patents.google.com/patent/US10193888B1/en,https://patentimages.storage.googleapis.com/62/b6/b4/91fd21ac996579/US10193888-20190129-D00000.png
CN-110585699-B,CN,"Control method, device and equipment of cloud game and storage medium ",腾讯科技（深圳）有限公司,周扬,2019-09-11,2019-11-09,2020-12-01,2020-12-01,https://patents.google.com/patent/CN110585699B/en,https://patentimages.storage.googleapis.com/e8/36/95/93693a3d07cf76/HDA0002199662390000011.png
US-12098905-B2,US,Firearm system that tracks points of aim of a firearm ,Philip Scott Lyren,Philip Scott Lyren,2015-11-19,2023-03-11,2024-09-24,2024-09-24,https://patents.google.com/patent/US12098905B2/en,https://patentimages.storage.googleapis.com/82/de/df/dcc13b51fca0c1/US12098905-20240924-D00000.png
US-11636949-B2,US,Hybrid knowledge graph for healthcare applications ,Kahun Medical Ltd.,"Tal Goldberg, Michal Tzuchman KATZ, Eitan Ron",2018-08-10,2019-12-08,2023-04-25,2023-04-25,https://patents.google.com/patent/US11636949B2/en,https://patentimages.storage.googleapis.com/de/71/88/dfb0e60478c7d8/US11636949-20230425-D00000.png
CN-109308727-B,CN,Virtual image model generation method and device and storage medium ,腾讯科技（深圳）有限公司,"赵艳丹, 曹玮剑, 汪铖杰, 李季檩, 黄渊, 程盼, 黄飞跃, 吴永坚",2018-09-07,2018-07-09,2020-11-10,2020-11-10,https://patents.google.com/patent/CN109308727B/en,https://patentimages.storage.googleapis.com/d6/c2/a7/8a0b8f1b0de8cf/HDA0001792845830000011.png
CN-111080275-B,CN,"Cross-region resource transfer method, device, equipment and storage medium ",腾讯科技（深圳）有限公司,"揭靓, 李哲敏, 陈圣博, 谢东东, 秦泗明, 杨昉, 姜楠, 郭计伟, 张伟业, 戴海勇, 朱佳菁, 周志斌",2019-09-10,2019-10-09,2021-12-28,2021-12-28,https://patents.google.com/patent/CN111080275B/en,https://patentimages.storage.googleapis.com/75/f3/7a/3ad7ff3b857ab0/HDA0002320733300000011.png
US-9946576-B2,US,Distributed workflow execution ,"Microsoft Technology Licensing, Llc","Danny van Velzen, Jeffrey van Gogh, Henricus Johannes Maria Meijer",2010-05-07,2016-12-12,2018-04-17,2018-04-17,https://patents.google.com/patent/US9946576B2/en,https://patentimages.storage.googleapis.com/dc/04/a3/360a95e085c335/US09946576-20180417-D00000.png
US-10318255-B2,US,Automatic code transformation ,"Microsoft Technology Licensing, Llc","Henricus Johannes Maria Meijer, John Wesley Dyer",2008-03-28,2017-02-06,2019-06-11,2019-06-11,https://patents.google.com/patent/US10318255B2/en,https://patentimages.storage.googleapis.com/31/5e/d1/d5adb62c742280/US10318255-20190611-D00000.png
US-9977893-B1,US,Password reset system ,"Wells Fargo Bank, N.A.","Jeffrey John Jancula, Charles William Porter, Linda Lee Fix",2007-12-12,2017-10-10,2018-05-22,2018-05-22,https://patents.google.com/patent/US9977893B1/en,https://patentimages.storage.googleapis.com/2e/39/1c/eae46bcb1f1fd9/US09977893-20180522-D00000.png
US-11279368-B2,US,System and method for determining safety score of driver ,"Beijing Didi Infinity Technology And Development Co., Ltd.",Hao Chen,2017-04-18,2020-09-05,2022-03-22,2022-03-22,https://patents.google.com/patent/US11279368B2/en,https://patentimages.storage.googleapis.com/ec/bf/ef/ffef715446d93d/US11279368-20220322-D00000.png
US-10403147-B2,US,Systems and methods for automatically documenting an accident ,Elwha Llc,"Roderick A. Hyde, Jordin T. Kare, Lowell L. Wood, JR.",2013-11-26,2018-05-03,2019-09-03,2019-09-03,https://patents.google.com/patent/US10403147B2/en,https://patentimages.storage.googleapis.com/79/94/1f/887d452ea9ecd5/US10403147-20190903-D00000.png
US-11762876-B2,US,Data normalization using data edge platform ,"Chaossearch, Inc.","Thomas Hazel, David Noblet, Grant MILLS",2018-02-28,2021-04-10,2023-09-19,2023-09-19,https://patents.google.com/patent/US11762876B2/en,https://patentimages.storage.googleapis.com/5b/ee/dc/ad742c789b85e9/US11762876-20230919-D00000.png
US-10545648-B2,US,Evaluating conversation data based on risk factors ,Verint Americas Inc.,"Ian Beaver, Fred Brown, Casey Gossard",2014-09-09,2019-08-01,2020-01-28,2020-01-28,https://patents.google.com/patent/US10545648B2/en,https://patentimages.storage.googleapis.com/69/f5/56/3c791261f0c938/US10545648-20200128-D00000.png
US-11586540-B2,US,Apparatuses and methods to perform continuous read operations ,"Micron Technology, Inc.","Antonino Mondello, Francesco Tomaiuolo, Salvatore Giove, Pierluca Guarino, Fabio Indelicato, Marco Ruta, Maria Luisa Gambina, Giovanni Nunzio Maria Avenia, Carmela Maria Calafato",2018-05-04,2021-10-08,2023-02-21,2023-02-21,https://patents.google.com/patent/US11586540B2/en,https://patentimages.storage.googleapis.com/74/af/e1/f7a2bd20830723/US11586540-20230221-D00000.png
JP-7058842-B2,JP,"Markpoint location display method, electronic devices and computer readable storage media ",▲騰▼▲訊▼科技（深▲セン▼）有限公司,"蒙 仇, 俊明 汪, 佳▲綺▼ 潘, 雅 ▲張▼, ▲書▼▲ティン▼ ▲張▼, ▲慶▼▲華▼ 肖",2018-03-22,2019-07-03,2022-04-25,2022-04-25,https://patents.google.com/patent/JP7058842B2/en,https://patentimages.storage.googleapis.com/b5/62/33/fd9ac82e0ee5c5/0007058842000001.png
US-10531498-B2,US,Method and apparatus for handling measurement gaps in wireless networks ,Qualcomm Incorporated,"Masato Kitazoe, Nathan Tenny, Arnaud Meylan",2008-08-08,2019-07-03,2020-01-07,2020-01-07,https://patents.google.com/patent/US10531498B2/en,https://patentimages.storage.googleapis.com/73/e0/24/7beb72758f37f2/US10531498-20200107-D00000.png
US-11297459-B2,US,Records access and management ,Eingot Llc,"William J. Raduchel, Art Spivy",2007-07-03,2019-11-03,2022-04-05,2022-04-05,https://patents.google.com/patent/US11297459B2/en,https://patentimages.storage.googleapis.com/c7/a8/d4/a30574c27f28c0/US11297459-20220405-D00000.png
US-10966088-B1,US,Wireless multi-factor authentication with captive portals ,"Wells Fargo Bank, N.A.","Lawrence T. Belton, Jr., Brian Beaty, Timothy H. Morris, Douglas S. Rodgers, Lynn Allen Smith",2012-08-13,2019-12-04,2021-03-30,2021-03-30,https://patents.google.com/patent/US10966088B1/en,https://patentimages.storage.googleapis.com/f4/65/fe/b1cf0cb2668e66/US10966088-20210330-D00000.png
US-11194638-B1,US,Deferred scaling of an ordered event stream ,EMC IP Holding Company LLC,"Mikhail Danilov, Yohannes Altaye",2021-03-12,2021-12-03,2021-12-07,2021-12-07,https://patents.google.com/patent/US11194638B1/en,https://patentimages.storage.googleapis.com/4a/12/39/ee0da8b905bf7c/US11194638-20211207-D00000.png
CN-107506702-B,CN,Multi-angle-based face recognition model training and testing system and method ,江西高创保安服务技术有限公司,"章东平, 陶禹诺, 杨力, 张坤, 肖刚",2017-08-08,2017-08-08,2020-09-11,2020-09-11,https://patents.google.com/patent/CN107506702B/en,https://patentimages.storage.googleapis.com/a0/38/b0/e55dda24e9c276/170808141709.png
US-11676254-B2,US,Systems and methods for positioning vehicles under poor lighting conditions ,"Beijing Didi Infinity Technology And Development Co., Ltd.","Baoli Li, Zugang CHEN, Lu Feng, Ye Wang",2018-11-16,2021-02-02,2023-06-13,2023-06-13,https://patents.google.com/patent/US11676254B2/en,https://patentimages.storage.googleapis.com/52/b7/80/e04be1f7694441/US11676254-20230613-D00000.png
US-11231502-B2,US,Remote measurement of shallow depths in semi-transparent media ,"The Regents Of The University Of Colorado, Astra Lite, Inc.","Jeffrey P. Thayer, Geoffrey Crowley, Andrew W. Gisler, Steven Mitchell, Matthew Hayman",2011-06-30,2018-10-04,2022-01-25,2022-01-25,https://patents.google.com/patent/US11231502B2/en,https://patentimages.storage.googleapis.com/7c/46/9a/312ae5952390ea/US11231502-20220125-D00000.png
US-12115303-B1,US,Electronic vaporizer ,"Njoy, Llc","Gregory D. Conley, Daniel C. Hillenbrandt",2009-07-27,2023-02-08,2024-10-15,2024-10-15,https://patents.google.com/patent/US12115303B1/en,https://patentimages.storage.googleapis.com/6e/c1/77/3c45ed8a260c74/US12115303-20241015-D00000.png
CN-110163472-B,CN,Large-range extreme drought emergency monitoring and influence evaluation method and system ,中国水利水电科学研究院,"雷添杰, 曲伟, 程慧, 路京选, 周杰, 李世灿, 张炬, 李爱丽, 常凊睿, 李小涛, 李琳, 范锦龙, 宋文龙, 蒋卫国, 姬大斌, 庞治国, 付俊娥, 孙涛, 汪洋, 万金红, 刘中伟, 李杨, 王嘉宝, 蒲立",2019-04-11,2019-11-04,2021-03-26,2021-03-26,https://patents.google.com/patent/CN110163472B/en,https://patentimages.storage.googleapis.com/48/a5/92/3effc1ab17cde0/HDA0002024132840000011.png
US-11908233-B2,US,Normalization of facial images using deep neural networks ,"Pinscreen, Inc.","Koki Nagano, Huiwen Luo, Zejian Wang, Jaewoo SEO, Liwen Hu, Lingyu Wei, Hao Li",2020-11-02,2021-09-06,2024-02-20,2024-02-20,https://patents.google.com/patent/US11908233B2/en,https://patentimages.storage.googleapis.com/78/63/f7/6a0e438a074605/US11908233-20240220-D00000.png
CN-108683179-B,CN,Active power distribution network optimal scheduling method and system based on mixed integer linear programming ,"国网山东省电力公司潍坊供电公司, 国家电网公司, 山东大学","杨晶晶, 马建生, 林凡勤, 马玉伟, 邹贵彬, 曹华明, 董澎湃, 郑凯, 葛亮, 赵琳",2018-05-03,2018-03-05,2020-04-21,2020-04-21,https://patents.google.com/patent/CN108683179B/en,https://patentimages.storage.googleapis.com/2a/cf/72/38d115a29e4ce4/HDA0001648970040000011.png
US-11148057-B2,US,Automated game modification based on playing style ,Zynga Inc.,"Alexandros Ntoulas, Jeffrey Zakrzewski, Oliver Attila Tabay, Yuko Yamazaki, Paul Yih Yarng Chong",2014-09-10,2020-09-01,2021-10-19,2021-10-19,https://patents.google.com/patent/US11148057B2/en,https://patentimages.storage.googleapis.com/ac/56/4b/1860bebef7e6bc/US11148057-20211019-D00000.png
US-10298864-B2,US,Mismatched foreign light detection and mitigation in the image fusion of a two-camera system ,Apple Inc.,"Xiaoxing Li, Paul M. Hubel, Marius Tico, Lech J. Szumilas",2016-06-10,2017-08-06,2019-05-21,2019-05-21,https://patents.google.com/patent/US10298864B2/en,https://patentimages.storage.googleapis.com/48/2c/90/46b4ed272c7b91/US10298864-20190521-D00000.png
CN-110501585-B,CN,Transformer fault diagnosis method based on Bi-LSTM and analysis of dissolved gas in oil ,武汉大学,"何怡刚, 吴晓欣, 段嘉珺",2019-07-12,2019-12-07,2021-05-04,2021-05-04,https://patents.google.com/patent/CN110501585B/en,https://patentimages.storage.googleapis.com/a2/04/f1/f4b7cead7cb81a/HDA0002128024980000011.png
